64000,20181029 051008 7960000,2662.25,2682.25,2667.0,2668.0,100747
128000,20181029 101216 2220000,2660.0,2683.5,2668.0,2680.75,109368
192000,20181029 131236 0420000,2679.25,2700.75,2680.75,2695.75,130258
256000,20181029 134442 8980000,2688.5,2697.0,2695.75,2691.75,138102
320000,20181029 140519 3390000,2687.0,2707.0,2691.75,2706.0,131913
384000,20181029 144106 9290000,2693.25,2706.5,2705.75,2694.75,142391
448000,20181029 151423 8000000,2685.25,2698.75,2694.75,2686.75,133360
512000,20181029 155554 3550000,2682.5,2694.25,2686.75,2686.25,132069
576000,20181029 162251 8240000,2667.75,2686.25,2686.25,2669.25,148970
640000,20181029 165501 2380000,2666.25,2680.5,2669.25,2672.25,136861
704000,20181029 172903 0540000,2667.5,2683.5,2672.25,2673.0,138902
768000,20181029 180327 4840000,2668.0,2683.25,2673.0,2668.25,139441
832000,20181029 182319 4530000,2656.25,2673.5,2668.25,2660.5,138973
896000,20181029 185249 1010000,2648.0,2663.5,2660.5,2648.5,137665
960000,20181029 191328 1250000,2631.5,2654.0,2648.5,2632.0,147861
1024000,20181029 192930 7890000,2624.5,2636.25,2632.0,2629.5,152054
1088000,20181029 194325 3590000,2608.5,2631.5,2629.5,2613.0,144791
1152000,20181029 195132 3240000,2603.0,2635.25,2613.0,2630.5,150363
1216000,20181029 200006 8320000,2629.0,2643.25,2630.5,2643.0,166372
1280000,20181030 011604 8510000,2636.25,2655.0,2643.0,2647.75,137060
1344000,20181030 081906 4570000,2646.5,2664.25,2647.75,2654.5,97518
1408000,20181030 123001 1280000,2642.75,2662.5,2654.5,2656.0,116926
1472000,20181030 133134 2920000,2633.25,2657.75,2656.0,2641.5,140822
1536000,20181030 134343 7730000,2637.0,2656.75,2641.5,2651.75,127556
1600000,20181030 135943 6910000,2648.5,2675.25,2651.75,2672.25,139321
1664000,20181030 142045 4410000,2661.0,2674.25,2672.25,2670.75,128032
1728000,20181030 144412 5930000,2649.5,2671.0,2670.75,2650.5,126858
1792000,20181030 150440 7770000,2645.5,2656.75,2650.5,2651.0,126556
1856000,20181030 153124 1520000,2647.75,2665.0,2651.0,2661.75,124048
1920000,20181030 160241 8430000,2659.25,2673.75,2661.75,2663.0,126988
1984000,20181030 163920 7260000,2655.75,2668.25,2663.25,2661.0,125633
2048000,20181030 171747 8160000,2644.25,2664.5,2661.0,2651.25,124915
2112000,20181030 175146 2850000,2640.5,2655.75,2651.25,2652.5,131602
2176000,20181030 182815 3350000,2646.0,2660.5,2652.75,2654.0,131597
2240000,20181030 190034 8510000,2647.5,2671.0,2654.0,2665.75,127734
2304000,20181030 192819 2030000,2659.25,2678.25,2665.75,2678.0,129950
2368000,20181030 195349 5890000,2672.5,2684.25,2678.0,2684.0,148825
2432000,20181030 204309 0420000,2681.25,2690.25,2684.0,2689.25,200435
2496000,20181101 072144 2100000,2682.0,2721.25,2689.5,2713.25,116363
2560000,20181101 123045 7380000,2707.25,2727.25,2713.0,2720.25,117407
2624000,20181101 134106 8430000,2715.0,2726.0,2720.25,2722.0,128560
2688000,20181101 140000 0310000,2712.0,2723.75,2722.0,2714.75,127443
2752000,20181101 141419 3200000,2707.75,2725.5,2714.75,2722.75,139506
2816000,20181101 143933 1280000,2715.75,2731.25,2722.75,2727.75,139846
2880000,20181101 151119 0500000,2724.5,2732.25,2727.75,2727.75,134799
2944000,20181101 154944 7340000,2726.75,2734.75,2727.75,2730.75,137776
3008000,20181101 164523 4530000,2725.5,2734.0,2730.75,2729.5,142483
3072000,20181101 175654 3120000,2727.0,2736.5,2729.5,2732.5,140411
3136000,20181101 191038 6830000,2728.25,2736.25,2732.75,2734.5,134558
3200000,20181101 195742 8550000,2732.5,2741.25,2734.5,2739.5,155083
3264000,20181102 000239 2810000,2722.75,2740.75,2739.5,2733.75,198317
3328000,20181102 063511 0660000,2729.75,2764.0,2733.75,2760.5,104142
3392000,20181102 110946 7960000,2753.75,2764.25,2760.5,2758.75,124290
3456000,20181102 130109 2220000,2751.0,2766.25,2758.75,2757.0,138286
3520000,20181102 133723 7920000,2744.5,2757.25,2757.0,2751.75,147437
3584000,20181102 140210 7070000,2745.0,2756.5,2751.75,2747.5,130274
3648000,20181102 142602 0930000,2739.5,2747.75,2747.5,2740.25,134182
3712000,20181102 144637 5890000,2721.75,2743.5,2740.25,2727.25,134254
3776000,20181102 151022 8470000,2723.25,2734.25,2727.25,2728.75,129581
3840000,20181102 153250 7570000,2717.5,2732.75,2728.75,2724.75,127706
3904000,20181102 160816 0030000,2715.25,2725.0,2724.75,2721.5,124625
3968000,20181102 164423 3860000,2708.5,2722.0,2721.5,2712.0,130748
4032000,20181102 171329 3280000,2699.5,2712.5,2712.0,2709.25,130154
4096000,20181102 180508 2030000,2707.25,2717.5,2709.25,2707.25,128873
4160000,20181102 183401 2180000,2704.0,2728.0,2707.25,2722.75,135451
4224000,20181102 190845 2850000,2711.75,2723.75,2722.75,2716.75,122785
4288000,20181102 194817 4530000,2715.5,2725.0,2716.75,2720.75,129757
4352000,20181104 230858 5620000,2717.0,2724.75,2720.75,2718.0,203768
4416000,20181105 111032 3120000,2712.75,2724.0,2718.0,2722.5,109701
4480000,20181105 143737 7380000,2720.5,2733.25,2722.5,2731.0,138214
4544000,20181105 151038 4640000,2719.0,2731.75,2731.0,2720.75,126064
4608000,20181105 154403 7030000,2717.0,2728.25,2720.5,2725.25,140101
4672000,20181105 163614 0270000,2722.75,2734.25,2725.25,2726.0,132778
4736000,20181105 180024 9140000,2724.25,2732.5,2726.0,2726.25,124466
4800000,20181105 192558 0350000,2725.0,2740.5,2726.25,2739.75,138705
4864000,20181105 202509 7380000,2734.5,2743.75,2739.75,2734.5,144603
4928000,20181105 210130 3710000,2732.25,2740.25,2734.5,2739.5,178660
4992000,20181106 091626 0500000,2733.25,2746.5,2739.5,2736.75,115171
5056000,20181106 143337 2220000,2729.75,2742.0,2736.75,2741.75,119162
