counter,datetime,low,high,open,close,vol
55000,20181029 032546 0850000,2662.25,2682.25,2667.0,2668.25,87104
110000,20181029 093206 9680000,2660.0,2672.25,2668.25,2672.0,89967
165000,20181029 114442 7180000,2671.75,2700.75,2672.0,2693.5,108989
220000,20181029 133415 5740000,2690.75,2698.25,2693.5,2694.75,120479
275000,20181029 135046 0000000,2688.5,2697.0,2694.75,2689.5,108759
330000,20181029 140910 9060000,2687.0,2707.0,2689.5,2704.0,118531
385000,20181029 144201 7380000,2693.25,2705.5,2704.0,2695.25,120878
440000,20181029 151215 2420000,2689.5,2698.75,2695.25,2690.75,113318
495000,20181029 154232 0850000,2682.5,2691.75,2690.75,2690.0,115742
550000,20181029 161115 2300000,2671.5,2694.25,2690.0,2672.75,121997
605000,20181029 163459 0150000,2666.25,2678.25,2672.75,2671.5,125259
660000,20181029 170322 3940000,2667.5,2681.25,2671.5,2680.25,114751
715000,20181029 173547 3510000,2672.25,2683.5,2680.25,2679.5,120258
770000,20181029 180429 1710000,2668.0,2683.25,2679.5,2671.25,120520
825000,20181029 182023 2180000,2656.25,2673.5,2671.25,2662.25,121603
880000,20181029 184644 9450000,2652.0,2663.5,2662.25,2660.25,111695
935000,20181029 190622 9290000,2637.75,2660.75,2660.25,2637.75,127155
990000,20181029 191959 8750000,2624.5,2641.0,2637.75,2634.25,135094
1045000,20181029 193402 2850000,2621.25,2636.25,2634.25,2623.5,124247
1100000,20181029 194500 3120000,2603.75,2627.0,2623.5,2605.5,127171
1155000,20181029 195217 2850000,2603.0,2635.25,2605.5,2631.25,126137
1210000,20181029 195957 0070000,2630.5,2642.75,2631.25,2641.5,137999
1265000,20181030 001635 4640000,2636.25,2645.75,2641.5,2640.75,135361
1320000,20181030 052242 4640000,2640.25,2664.25,2640.75,2662.25,83450
1375000,20181030 100343 2730000,2642.75,2663.0,2662.25,2653.0,93146
1430000,20181030 130623 0390000,2640.5,2661.0,2653.0,2640.5,107588
1485000,20181030 133403 6010000,2633.25,2646.0,2640.5,2643.75,121634
